,id,hd_nr,origo,origo_clean,pleiades_id,pleiades_title_list,pleiades_Latitude,pleiades_Longitude,pleiades_title,MachineGeocoded,PossiblePlacename1,Note,Source,Lat1,Long1,Certainty,SourceURL(e.g. Pleiades id number or URL),PossiblePlace2,Note,Lat2,Long2,Link_or_Ref
19162,HD017350/11,HD017350,Vienna*,Vienna,128537,,48.211345,16.373946,Vindobona,,Col. Vienna,,Pleiades,45.5245105,4.875982,uncertain (another good variant exists),https://pleiades.stoa.org/places/167719,,,,,
19350,HD017452/1,HD017452,Patriciensis*,Patriciensis,256128,,37.884683,-4.779171,Corduba/col. Patricia,,,,Pleiades,,,certain,,,,,,
19375,HD017487/1,HD017487,Tuccitanus+ incola+ Aurgitanus+,Tuccitanus incola Aurgitanus,266070,"['Tucci', 'Col. Augusta Gemella']",37.722761,-3.966243,Tucci/Col. Augusta Gemella,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
19377,HD017490/1,HD017490,Iliturgitana+,Iliturgitana,265924,,37.968343,-3.80883,Iliturgi,,,,Pleiades,,,certain,,,,,,
19383,HD017495/3,HD017495,domu Ancyra*,Ancyra,619103,['Ancyra'],39.9437925,32.859333,Ancyra,Y,,,Pleiades,,,certain,,,,,,
19392,HD017497/1,HD017497,Iliturgitanus,Iliturgitanus,265924,,37.968343,-3.80883,Iliturgi,,,,Pleiades,,,certain,,,,,,
19425,HD017543/1,HD017543,ex provincia Asia civitate Focia,provincia Asia tate Focia,981509,,37.5,27.5,Asia,,,,Pleiades,,,wild guess,,,,,,
19427,HD017546/1,HD017546,ex provincia+ Suria (= Syria) Palestina+,provincia Syria Palestina,1001940,,32.5033615,35.502981,Palaestina II (Late Roman Province),,,,Pleiades,,,certain,,,,,,
19437,HD017554/1,HD017554,domo Parma*,Parma,383737,['Parma'],44.801507,10.327967,Parma,Y,,,Pleiades,,,certain,,,,,,
19462,HD017579/1,HD017579,natione* Bessus*,Bessus,216733,,42.42940315,24.43016021,Bessi,,,,Pleiades,,,certain,,,,,,
19477,HD017600/1,HD017600,domo+ Dacia+,Dacia,981518,['Dacia'],47.5,22.5,Dacia (province),Y,,,Pleiades,,,certain,,,,,,
19634,HD017830/1,HD017830,[---] Classe+?,[---] Classe,393404,,44.39529256,12.21938885,Classis,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
19658,HD017904/1,HD017904,Aquileia,Aquileia,187290,['Aquileia'],45.768945,13.3677735,Aquileia,Y,,,Pleiades,,,certain,,,,,,
19683,HD017945/1,HD017945,domo Bononia,Bononia,393421,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia,Y,,,Pleiades,,,certain,,,,,,
19697,HD017982/1,HD017982,Olaurensis*,Olaurensis,256261,,37.268682,-4.827814,Lauro/*Olaurum,,,,Pleiades,,,certain,,,,,,
19727,HD018007/1,HD018007,domo Beroea*,Beroea,491546,,40.52212667,22.20149267,Ber(r)oia,,Beroe,,Pleiades,44.9149605,28.1520335,uncertain (another good variant exists),216730,Beroe/Augusta Traiana,,42.4254025,25.624862,216731
19746,HD018031/3,HD018031,Ver(---)?,Ver(---),383815,,45.321094,8.426374,Vercellae,,Verona,,Pleiades,45.44212955,10.99573601,uncertain (another good variant exists),https://pleiades.stoa.org/places/383816,,,,,
19842,HD018231/1,HD018231,cives(= civis) Veliocassinius,(= ) Veliocassinius,109412,,49.36400147,0.8310974769,Veliocasses,,,,Pleiades,,,certain,,,,,,
19953,HD018317/1,HD018317,Singiduno+*,Singiduno,207443,,44.812991,20.4579465,Singidunum,,,,Pleiades,,,certain,,,,,,
19976,HD018330/1,HD018330,Salonitanus*,Salonitanus,197488,,43.539561,16.483426,Salona,,,,Pleiades,,,certain,,,,,,
19977,HD018331/1,HD018331,cives (= civis) Cairacas curia Flacci,Cairacas curia Flacci,442517,,40.894852,15.367613,Cairano,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
19982,HD018334/1,HD018334,Kolophonios+?,Kolophonios,536089,,,,Kolophonia,,,,Pleiades,,,certain,,,,,,
19995,HD018343/1,HD018343,Cretensis,Cretensis,589748,,35.21143905,25.07898132,Creta (Island),,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
19997,HD018346/1,HD018346,Tolossa (= Tolosa),Tolosa,246694,['Tolosa'],43.604175,1.443246,Tolosa,Y,,,Pleiades,,,certain,,,,,,
20000,HD018349/1,HD018349,Viana,Viana,167719,,45.5245105,4.875982,Col. Vienna,,Vindobona,,Pleiades,48.211345,16.373946,uncertain (another good variant exists),https://pleiades.stoa.org/places/128537,,,,,
20004,HD018355/1,HD018355,Verona,Verona,383816,['Verona'],45.44212955,10.99573601,Verona,Y,,,Pleiades,,,certain,,,,,,
20006,HD018358/1,HD018358,Arpinatus,Arpi,442476,"['Argos Hippium', 'Arpi', 'Argyripa']",41.5534853,15.6112812,Argos Hippium/Arpi/Argyripa,Y,,,Pleiades,,,certain,,,,,,
20008,HD018361/1,HD018361,Mediolani,Mediolani,138458,,45.744175,-0.633389,Mediolanum,,Mediolanum,,Pleiades,46.5608687,2.1962014,uncertain (another good variant exists),https://pleiades.stoa.org/places/138459,Mediolanum,,52.967,-2.681,https://pleiades.stoa.org/places/79597
20040,HD018402/1,HD018402,colonia+* Agrippinensium*,colonia Agrippinensium,108751,,50.940662,6.9599065,Ara Ubiorum/ Col. Claudia Ara  Agrippinensium,,,,Pleiades,,,certain,,,,,,
20043,HD018403/2,HD018403,Pataris,Pataris,639042,,36.26179467,29.314501,Patara/Arsinoe,,Patara,,Pleiades,40.543937,39.648355,uncertain (another good variant exists),https://pleiades.stoa.org/places/857264,,,,,
20067,HD018475/1,HD018475,natione* Noricae*,Noricae,187490,,46.724573,14.4296085,Noricum (region),,,,Pleiades,,,certain,,,,,,
20093,HD018535/1,HD018535,ex vico Lalohona+?,vico Lalohona,,,,,,,,Adela Review,,,,,,,,,,
20102,HD018542/1,HD018542,Fanestris,Fanestris,442580,,,,Fano,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
20131,HD018589/1,HD018589,Haeduo*,Haeduo,177533,,46.7677671,4.264672086,H(Aedui),,,,Pleiades,,,certain,,,,,,
20203,HD018778/1,HD018778,domo* Treverorum*,Treverorum,109390,,49.75356779,6.379439164,Treveri,,,,Pleiades,,,certain,,,,,,
20208,HD018781/1,HD018781,Heraclea,Heraclea,844944,['Heraclea'],41.28325533,31.41741367,Heraclea,Y,,,Pleiades,,,certain,,,,,,
20210,HD018782/1,HD018782,Felicitis (= Felicitas) Iulia*,Felicitas Iulia,256338,,38.707166,-9.135507,Olisipo,,,,Pleiades,,,certain,,,,,,
20227,HD018811/1,HD018811,Savaria,Savaria,197498,['Savaria'],47.235142,16.62192,Savaria,Y,,,Pleiades,,,certain,,,,,,
20234,HD018824/1,HD018824,Aquinco+,Aquinco,197130,,47.564075,19.049522,Aquincum,,,,Pleiades,,,certain,,,,,,
20297,HD018921/1,HD018921,Aculeiensis* (= Aquileiensis*) domo+ Belluno+,Aquileiensis Belluno,187290,,45.768945,13.3677735,Aquileia,,,,Pleiades,,,certain,,,,,,
20333,HD018969/1,HD018969,civi Dumnonio,Dumnonio,79430,,50.61713086,-4.267465548,Dumnonii,,,,Pleiades,,,certain,,,,,,
20344,HD018975/1,HD018975,civis Afer,Afer,775,,32.5,7.5,Africa (region),,,,Pleiades,,,certain,,,,,,
20367,HD018994/1,HD018994,domo* Faventia+,Faventia,393420,['Faventia'],44.286236,11.883507,Faventia,Y,,,Pleiades,,,certain,,,,,,
20385,HD019048/1,HD019048,Glanate+*,Glanate,157861,['Glanate'],43.946703,6.841592,Glanate,Y,,,Pleiades,,,certain,,,,,,
20392,HD019063/1,HD019063,natus vico Rami[---],vico Rami[---],197468,,46.405119,16.038348,Ramista,,,,Pleiades,,,wild guess,,,,,,
20415,HD019069/5,HD019069,domo Nicopoli+?,Nicopoli,658547,,37.0262595,36.6325185,Nicopolis,,Nicopolis ad Nestum/Ulpia Nicopolis,,Pleiades,41.59620026,23.79580398,uncertain (another good variant exists),https://pleiades.stoa.org/places/501525,Nicopolis,,39.0157,20.7360035,https://pleiades.stoa.org/places/531013
20428,HD019076/1,HD019076,natione Germanus,Germanus,20468,,52.5,7.5,Germania,,,,Pleiades,,,certain,,,,,,
20462,HD019125/1,HD019125,Iponobensis,Iponobensis,265936,,37.5966266,-4.3084564,Iponuba/Hippo Nova,,,,Pleiades,,,certain,,,,,,
20463,HD019125/2,HD019125,Patriciensis*,Patriciensis,256128,,37.884683,-4.779171,Corduba/col. Patricia,,,,Pleiades,,,certain,,,,,,
20485,HD019187/1,HD019187,Bononia*,Bononia,393421,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia,Y,,,Pleiades,,,certain,,,,,,
20518,HD019227/2,HD019227,ex Latio,Latio,432900,,41.59054311,13.19226501,Latium (region),,,,Pleiades,,,certain,,,,,,
20586,HD019301/9,HD019301,Chius,Chius,511384,,40.1828985,29.0638185,Prusa,,Prusias ad Mare/Kios,,Pleiades,40.432469,29.15639,uncertain (another good variant exists),511385,,,,,
20585,HD019301/8,HD019301,Pergamenus,Pergamenus,550812,,39.13121333,27.18453033,Pergamum,,Pergamos,,Pleiades,35.046085,33.704175,uncertain (another good variant exists),https://pleiades.stoa.org/places/707606,,,,,
20661,HD019333/1,HD019333,Faventia+*,Faventia,393420,['Faventia'],44.286236,11.883507,Faventia,Y,,,Pleiades,,,certain,,,,,,
20695,HD019373/1,HD019373,nata Ulmo,nata Ulmo,207526,,43.265294,22.234383,Ulmo',,Ulmo',,Pleiades,45.16406,19.151556,uncertain (another good variant exists),https://pleiades.stoa.org/places/207525,,,,,
20723,HD019422/2,HD019422,Saguntina*,Saguntina,256412,,36.552106,-5.834164,Saguntia,,,,Pleiades,,,certain,,,,,,
20722,HD019422/1,HD019422,Valentinus*,Valentinus,266090,['Valentia'],39.470371,-0.376813,Valentia,,,,Pleiades,,,certain,,,,,,
20736,HD019451/2,HD019451,Πειραιεύς+,Πειραιεύς+,580062,,37.9377025,23.6450325,Peiraieus/Piraeus,,Amisus/Peiraieus,,Pleiades,41.292721,36.3313,uncertain (another good variant exists),https://pleiades.stoa.org/places/857024,,,,,
20739,HD019460/1,HD019460,Brixello+* / Βριξέλλω+?,Brixello+* / Βριξέλλω+?,383602,,44.9002895,10.51527755,Brixellum,,,,Pleiades,,,certain,,,,,,
20741,HD019463/1,HD019463,Virunum,Virunum,197583,['Virunum'],46.6996149,14.3647773,Virunum,Y,,,Pleiades,,,certain,,,,,,
20743,HD019469/1,HD019469,Pannonius*,Pannonius,1001905,,47.5,17.5,Pannonia,,,,Pleiades,,,certain,,,,,,
20757,HD019490/1,HD019490,Ulpia* Traiana,Ulpia Traiana,217020,,45.032498,28.234225,Traian,,,,Pleiades,,,uncertain (another good variant exists),,,,,,
20760,HD019502/1,HD019502,Germanus*,Germanus,20468,,52.5,7.5,Germania,,,,Pleiades,,,certain,,,,,,
20807,HD019540/1,HD019540,Victricensis+*,Victricensis,246740,,42.846718,-2.671675,Victoriacum,,,,Pleiades,,,wild guess,,,,,,
20871,HD019652/3,HD019652,Roma domo,Roma,423025,,41.891775,12.486137,Roma,Y,,,Pleiades,,,certain,,,,,,
21064,HD019764/1,HD019764,Ipocensis* Co[---]ensis,Ipocensis Co[---]ensis,256227,,37.747647,-5.639549,Iporca,,,Ancient spelling mistake?,Pleiades,,,wild guess,,,,,,
21074,HD019768/1,HD019768,Mursa+,Mursa,197389,['Mursa'],45.560018,18.675749,Mursa,Y,,,Pleiades,,,certain,,,,,,
21113,HD019853/1,HD019853,domo Venafro,Venafro,433185,,41.484488,14.046066,Venafrum,,,,Pleiades,,,certain,,,,,,
21133,HD019925/6,HD019925,Hierapoli*,Hierapoli,609403,,38.461767,30.197699,Hierapolis,,,,Pleiades,,,uncertain (another good variant exists),,,,,,
21147,HD019963/1,HD019963,Aurgitanus*,Aurgitanus,265810,,37.791929,-3.808119,Aurgi/Orongis,,,,Pleiades,,,certain,,,,,,
21153,HD019982/1,HD019982,Placentia*,Placentia,383741,['Placentia'],45.0525855,9.6976645,Placentia,Y,,,Pleiades,,,certain,,,,,,
21156,HD019991/1,HD019991,Teurnia+,Teurnia,187583,['Teurnia'],46.8228721,13.44705435,Teurnia,Y,,,Pleiades,,,certain,,,,,,
21197,HD020035/1,HD020035,domo Durrachio?*,Durrachio,573193,,,,Dyrrachion,,Dyrr(h)achium/Epidamnos,,Pleiades,41.3163425,19.447355,uncertain (another good variant exists),https://pleiades.stoa.org/places/481818,,,,,
21203,HD020042/1,HD020042,domo Hemesa,Hemesa,668261,,34.7376565,36.719319,(H)Emesa,,,,Pleiades,,,certain,,,,,,
21297,HD020158/1,HD020158,domo* Romae*,Romae,423025,,41.891775,12.486137,Roma,,,,Pleiades,,,certain,,,,,,
21298,HD020160/1,HD020160,natione* Gallus,Gallus,992075,,47.5,-2.5,Galliae,,,,Pleiades,,,certain,,,,,,
21306,HD020166/1,HD020166,ex regione* Dulca vico Calan?,Dulca vico Calan,452280,,38.184869,15.723906,Calanna,,Calnata,,Pleiades,38.766548,-8.032512,uncertain (name could be interpreted differently),https://pleiades.stoa.org/places/256042,,,,,
21318,HD020185/1,HD020185,Astigi,Astigi,255996,"['Astigi', 'Col. Augusta Firma']",37.540932,-5.079949,Astigi/Col. Augusta Firma,Y,,,Pleiades,,,certain,,,,,,
21326,HD020191/1,HD020191,Igabrensis*,Igabrensis,265919,,37.474155,-4.425943,Igabrum/Egabrum,,,,Pleiades,,,certain,,,,,,
21353,HD020260/1,HD020260,Alba+?,Alba+?,383564,,44.700835,8.035244,Alba Pompeia,,Albanopolis,,Pleiades,41.512333,19.792561,uncertain (another good variant exists),,,,,,
21364,HD020272/1,HD020272,Lugduno*,Lugduno,99003,,52.212,4.393,Lugdunum,,,,Pleiades,,,certain,,,,,,
21403,HD020308/1,HD020308,Seg[---],Seg[---],246639,['Segontia'],41.069585,-2.642246,Segontia,,Segobriga,,Pleiades,41.069585,-2.642246,uncertain (another good variant exists),https://pleiades.stoa.org/places/266036,Segovia,,40.949191,-4.119338,https://pleiades.stoa.org/places/236658
21405,HD020310/1,HD020310,domo* Amasia*,Amasia,857018,,40.66680835,35.82794385,Amaseia,,,,Pleiades,,,certain,,,,,,
21414,HD020317/2,HD020317,domo* Fo[---],Fo[---],,,,,,,,Adela Review,,,,,,,,,,
21432,HD020335/1,HD020335,Mediolano*,Mediolano,138458,,45.744175,-0.633389,Mediolanum,,Mediolanum,,Pleiades,46.5608687,2.1962014,uncertain (another good variant exists),https://pleiades.stoa.org/places/138459,Mediolanum,,52.967,-2.681,https://pleiades.stoa.org/places/79597
21433,HD020335/2,HD020335,Mediolano*,Mediolano,138458,,45.744175,-0.633389,Mediolanum,,Mediolanum,,Pleiades,46.5608687,2.1962014,uncertain (another good variant exists),https://pleiades.stoa.org/places/138459,Mediolanum,,52.967,-2.681,https://pleiades.stoa.org/places/79597
21435,HD020338/1,HD020338,Patavio*,Patavio,393473,,45.409561,11.876975,Patavium,,,,Pleiades,,,certain,,,,,,
21443,HD020347/3,HD020347,natione* Trevero* (= Treviro*),Treviro,109390,,49.75356779,6.379439164,Treveri,,,,Pleiades,,,certain,,,,,,
21560,HD020422/1,HD020422,Aequiculis*,Aequiculis,413001,,42.2088946,13.1816409,Aequiculi,,,,Pleiades,,,certain,,,,,,
21567,HD020426/6,HD020426,Κοθωκίδης,Κοθωκίδης,579995,,38.097509,23.589604,Kothokidai?,,,,Pleiades,,,certain,,,,,,
21580,HD020446/1,HD020446,Celeia*,Celeia,197206,['Celeia'],46.219721,15.27184,Celeia,Y,,,Pleiades,,,certain,,,,,,
21656,HD020587/1,HD020587,civi+ Trevero,Trevero,109390,,49.75356779,6.379439164,Treveri,,,,Pleiades,,,certain,,,,,,
21669,HD020611/1,HD020611,Batava,Batava,118590,,48.573506,13.463921,Batavi,,,,Pleiades,,,certain,,,,,,
21785,HD020668/1,HD020668,Aquileia,Aquileia,187290,['Aquileia'],45.768945,13.3677735,Aquileia,Y,,,Pleiades,,,certain,,,,,,
21788,HD020674/1,HD020674,Luco,Luco,236525,,43.0106145,-7.5570105,Lucus Augusti,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
21825,HD020719/1,HD020719,Edessa,Edessa,658457,"['Edessa', 'Antiochia ad Callirhoem']",37.148633,38.786696,Edessa/Antiochia ad Callirhoem,Y,,,Pleiades,,,certain,,,,,,
21833,HD020723/3,HD020723,domo+? Vercellis+?,Vercellis,383815,,45.321094,8.426374,Vercellae,,,,Pleiades,,,certain,,,,,,
21887,HD020764/1,HD020764,Arimini*,Arimini,393379,,44.0589565,12.5631945,Ariminum,,,,Pleiades,,,certain,,,,,,
21947,HD020844/1,HD020844,domo+? [---]a?,[---]a,,,,,,,,Adela Review,,,,,,,,,,
21960,HD020915/1,HD020915,Viana*,Viana,167719,,45.5245105,4.875982,Col. Vienna,,Vindobona,,Pleiades,48.211345,16.373946,uncertain (another good variant exists),https://pleiades.stoa.org/places/128537,,,,,
21968,HD020921/1,HD020921,domo+ Herapoli+*,Herapoli,609403,,38.461767,30.197699,Hierapolis,,,,Pleiades,,,certain,,,,,,
21980,HD020940/1,HD020940,Florentia*?,Florentia,413138,['Florentia'],43.768755,11.256929,Florentia,Y,,,Pleiades,,,certain,,,,,,
21981,HD020943/1,HD020943,Ateste*,Ateste,393382,['Ateste'],45.227738,11.656616,Ateste,Y,,,Pleiades,,,certain,,,,,,
21982,HD020943/2,HD020943,Ateste*,Ateste,393382,['Ateste'],45.227738,11.656616,Ateste,Y,,,Pleiades,,,certain,,,,,,
21984,HD020946/1,HD020946,Runicas,Runicas,118936,,48.76513122,12.39120411,Runicates,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
21988,HD020949/1,HD020949,Focunas*?,Focunas,187381,,47.5,10.5,Focunates,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
21990,HD020952/1,HD020952,domo* To[---]?,To[---],246694,['Tolosa'],43.604175,1.443246,Tolosa,,,,Pleiades,,,wild guess,,,,,,
21992,HD020955/1,HD020955,natione* Dacus+,Dacus,981518,,47.5,22.5,Dacia (province),,,,Pleiades,,,certain,,,,,,
22020,HD020987/1,HD020987,Nicopolis,Nicopolis,857248,['Nicopolis'],40.1485567,38.14353355,Nicopolis,Y,,,Pleiades,,,certain,,,,,,
22032,HD021008/1,HD021008,Pergamos,Pergamos,589984,['Pergamos'],35.531102,23.774253,Pergamos?,Y,,,Pleiades,,,uncertain (another good variant exists),,,,,,
22085,HD021141/1,HD021141,natione* Eraviscus* in civitate* Eraviscorum in Aquinco*,Eraviscus in tate Eraviscorum in Aquinco,197265,,47.20376654,18.57571971,Eravisci,,,,Pleiades,,,certain,,,,,,
22099,HD021171/1,HD021171,civis* Leucus+,Leucus,109106,,48.5,5.5,Leuci,,,,Pleiades,,,certain,,,,,,
22107,HD021193/1,HD021193,Augusta*,Augusta,648577,"['Augusta', 'Augustopolis', '[Thebae]']",37.245212,35.344087,Augusta/Augustopolis/[Thebae]?,Y,,,Pleiades,,,certain,,,,,,
22124,HD021273/2,HD021273,domo Roma,Roma,423025,['Roma'],41.891775,12.486137,Roma,Y,,,Pleiades,,,certain,,,,,,
22150,HD021363/1,HD021363,civis (= cives) Thrax,Thrax,501638,,41.51783037,26.9624138,Thracia,,,,Pleiades,,,certain,,,,,,
22161,HD021374/1,HD021374,Palmorenus!,Palmorenus,265998,,39.569443,2.649993,Palma,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
22206,HD021502/1,HD021502,Sequanus,Sequanus,991338,,47.5,7.5,Sequania,,,,Pleiades,,,certain,,,,,,
22212,HD021544/1,HD021544,ex Masaiculis,Masaiculis,,,,,,,,Adela Review,,,,,,,,,,
22222,HD021550/1,HD021550,domo+? Palmyra+*,Palmyra,668331,['Palmyra'],34.5513075,38.26707225,Palmyra,Y,,,Pleiades,,,certain,,,,,,
22226,HD021558/1,HD021558,[Raven]na / Ῥαβεννήτῃ,[Raven]na / Ῥαβεννήτῃ,393480,,44.415718,12.196604,Ravenna,,,,Pleiades,,,certain,,,,,,
22297,HD021711/1,HD021711,Bodionticus*,Bodionticus,157822,,44.07855742,6.218012919,Bodiontici,,,,Pleiades,,,certain,,,,,,
22302,HD021718/1,HD021718,ex+ Khara (= Carrhae),Carrhae,658427,['Carrhae'],36.86457798,39.03003798,Carrhae,Y,,,Pleiades,,,certain,,,,,,
22331,HD021785/1,HD021785,domo Arethusa Suriae (= Syriae),Arethusa Syriae,668199,,34.960169,36.735111,Areth(o)usa,,,,Pleiades,,,certain,,,,,,
22336,HD021799/1,HD021799,domo Eguius,Eguius,393414,,45.5427041,12.6389729,Equilum,,Aequum Tuticum//Equus Tuticus,,Pleiades,41.152484,15.087531,uncertain (another good variant exists),https://pleiades.stoa.org/places/442452,,,,,
22339,HD021802/1,HD021802,domo Vercianus,Vercianus,383815,,45.321094,8.426374,Vercellae,,,,Pleiades,,,wild guess,,,,,,
22398,HD021908/1,HD021908,domo Claudia Apamie (= Apamia),Claudia Apamia,658385,,37.067994,37.870076,Apamea,,,,Pleiades,,,certain,,,,,,
22410,HD021914/1,HD021914,domo* Samosata*,Samosata,658587,['Samosata'],37.525756,38.530357,Samosata,Y,,,Pleiades,,,certain,,,,,,
22456,HD021989/1,HD021989,natione Graeco,Graeco,1001896,,37.5,22.5,Hellas,,,"Here guessing They mean Greek, but cannot find a suitable region in database, so have used Hellas. Not precise.",Pleiades,,,uncertain (name could be interpreted differently),,,,,,
22463,HD021994/1,HD021994,Milesius,Milesius,599799,,37.52290473,27.27831683,Miletus,,,,Pleiades,,,certain,,,,,,
22497,HD022033/1,HD022033,Carsulas (= Carsulis),Carsulis,413065,,42.6397991,12.5568068,Carsulae,,,,Pleiades,,,certain,,,,,,
22499,HD022037/1,HD022037,Ruteno*,Ruteno,138546,,44.18294667,2.918520667,Ruteni,,,,Pleiades,,,certain,,,,,,
22519,HD022067/1,HD022067,natione* Alexandrinus*,Alandrinus,614587,,,,Alandrus,,Alexandria,,Pleiades,31.201435,29.909773,uncertain (another good variant exists),https://pleiades.stoa.org/places/727070,,,,,
22632,HD022239/1,HD022239,domo Batavus+*!,Batavus,118590,,48.573506,13.463921,Batavi,,,,Pleiades,,,certain,,,,,,
22676,HD022305/1,HD022305,Verona*,Verona,383816,['Verona'],45.44212955,10.99573601,Verona,Y,,,Pleiades,,,certain,,,,,,
22745,HD022352/1,HD022352,cives (= civis) Helvetius*,Helvetius,177495,,46.88008,7.040710333,Aventicum,,,,Pleiades,,,certain,,,,,,
22750,HD022356/1,HD022356,domo* Dalmata+*,Dalmata,981522,,43.539561,16.483426,Dalmatia (province),,,,Pleiades,,,certain,,,,,,
22875,HD022626/1,HD022626,Viruno*,Viruno,197583,,46.6996149,14.3647773,Virunum,Y,,,Pleiades,,,certain,,,,,,
22878,HD022629/1,HD022629,Thyatirenus,Thyatirenus,550924,,38.92007907,27.83620221,Thyateira,,,,Pleiades,,,certain,,,,,,
22880,HD022629/3,HD022629,Thyatirenus*,Thyatirenus,550924,,38.92007907,27.83620221,Thyateira,,,,Pleiades,,,certain,,,,,,
22882,HD022632/2,HD022632,Perburidavensis qui et Buricodavensis*,Perburidavensis qui et Buricodavensis,222141,,,,Perburdava,,,,Pleiades,,,wild guess,,,,,,
22888,HD022647/1,HD022647,Genua,Genua,383664,['Genua'],44.4062315,8.93155,Genua,Y,,,Pleiades,,,certain,,,,,,
22913,HD022722/1,HD022722,natione* Macedo,Macedo,981531,,42.5,22.5,Macedonia (Roman province),,,,Pleiades,,,certain,,,,,,
22941,HD022784/1,HD022784,Θηβαῖοι,Θηβαῖοι,541138,,38.319156,23.317577,Thebai/Thebae,,,,Pleiades,,,certain,,,,,,
22942,HD022784/2,HD022784,Θηβαῖοι,Θηβαῖοι,541138,,38.319156,23.317577,Thebai/Thebae,,,,Pleiades,,,certain,,,,,,
22956,HD022808/1,HD022808,domo Suessa,Suessa,246668,,42.8412948,-2.632381264,Suessatium,,Suessa Pometia/Pometia,,Pleiades,,,uncertain (another good variant exists),https://pleiades.stoa.org/places/438841,Suessa Aurunca,,,,https://pleiades.stoa.org/places/433132
22958,HD022811/1,HD022811,domo Foro Corneli,Foro Corneli,393424,,44.353995,11.707535,Forum Cornelii,,,,Pleiades,,,certain,,,,,,
23046,HD022974/1,HD022974,natione Aravisscam (= Araviscam),Araviscam,,,,,,,,,,,,,,,,,,
23110,HD023029/1,HD023029,Patriciensis,Patriciensis,256128,,37.884683,-4.779171,Corduba/col. Patricia,,,,Pleiades,,,certain,,,,,,
23111,HD023029/2,HD023029,Patriciensis domo Sucaeloni,Patriciensis Sucaeloni,270374,,,,Sucaelo/Siccaenum,,,,Pleiades,,,certain,,,,,,
23129,HD023081/1,HD023081,Dinia,Dinia,157843,['Dinia'],44.090921,6.231425,Dinia,Y,,,Pleiades,,,certain,,,,,,
23131,HD023084/1,HD023084,Thessalonice*,Thessalonice,491741,,40.628342,22.952885,Thessalonica,Y,,,Pleiades,,,certain,,,,,,
23134,HD023087/1,HD023087,Camuloduni,Camuloduni,79371,,53.654721,-1.8788195,Camulodonum,,,,Pleiades,,,certain,,,,,,
