,id,hd_nr,origo,origo_clean,pleiades_id,pleiades_title_list,pleiades_Latitude,pleiades_Longitude,pleiades_title
13971,HD008805/1,HD008805,Citio,Citio,,,,,
13993,HD008844/1,HD008844,Foro Iulii*,Foro Iulii,,,,,
14020,HD008936/1,HD008936,Orretano*,Orretano,,,,,
14028,HD008945/1,HD008945,Cemeneli*,Cemeneli,,,,,
14193,HD009233/6,HD009233,Batavus*,Batavus,,,,,
14195,HD009233/8,HD009233,Batava*,Batava,,,,,
14207,HD009235/1,HD009235,Macedon,Macedon,,,,,
14232,HD009260/1,HD009260,Solva*,Solva,197519.0,['Solva'],47.795813,18.7392875,Solva
14282,HD009316/1,HD009316,Aesonensis*,Aesonensis,,,,,
14383,HD009419/1,HD009419,Hutri?,Hutri,,,,,
14396,HD009428/4,HD009428,[---]opunti[--]?,[---]opunti[--],,,,,
14402,HD009433/1,HD009433,domo Ta[-]ncia Norbana,Ta[-]ncia Norbana,,,,,
14414,HD009440/2,HD009440,domo Cirta,Cirta,305064.0,"['Cirta', 'Constantina']",36.3681146667,6.61330266667,Cirta/Constantina
14421,HD009445/1,HD009445,domo ex Hispania* citeriore+ Augusta Bracara*, Hispania citeriore Augusta Bracara,,,,,
14463,HD009484/1,HD009484,Savariae,Savariae,,,,,
14500,HD009511/1,HD009511,cives+? (= civis+?) Surus+*? ex civitate+ Seleucia+ Zeugma*,Surus tate Seleucia Zeugma,,,,,
14577,HD009598/1,HD009598,Mediolano*,Mediolano,,,,,
14632,HD009655/1,HD009655,Eravisca,Eravisca,,,,,
14637,HD009658/1,HD009658,domo Ancyra,Ancyra,619103.0,['Ancyra'],39.9437925,32.859333,Ancyra
14772,HD009808/1,HD009808,Ostia,Ostia,422995.0,['Ostia'],41.754855,12.287656,Ostia
14778,HD009814/1,HD009814,Macedo Apeunensis,Macedo Apeunensis,,,,,
14804,HD009856/2,HD009856,Celeia,Celeia,197206.0,['Celeia'],46.219721,15.27184,Celeia
14834,HD009892/1,HD009892,domo Amurio,Amurio,,,,,
14943,HD009946/1,HD009946,Romae / Ῥώμης,Romae / Ῥώμης,,,,,
14987,HD010002/1,HD010002,natione+* Graecus*,Graecus,,,,,
15065,HD010127/1,HD010127,domo* Hadrumeto+,Hadrumeto,,,,,
15172,HD010280/1,HD010280,natione* Bessus+,Bessus,,,,,
15175,HD010283/1,HD010283,natione Raetus+ Aelia Augusta+,Raetus Aelia Augusta,,,,,
15178,HD010286/1,HD010286,natione+* [---] Aelia [---],[---] Aelia [---],,,,,
15184,HD010292/1,HD010292,natione* Afer+,Afer,,,,,
15194,HD010310/1,HD010310,natione* Syrus,Syrus,,,,,
15197,HD010313/1,HD010313,natione+* Marsacus,Marsacus,,,,,
15200,HD010316/1,HD010316,natione [---],[---],,,,,
15206,HD010322/1,HD010322,natione+* Frisiavoni*,Frisiavoni,,,,,
15208,HD010325/1,HD010325,natione* Marsaco*,Marsaco,,,,,
15396,HD010753/1,HD010753,Tullum* Loucorum*! (= Leucorum),Tullum Leucorum,,,,,
15397,HD010757/1,HD010757,Edetanus,Edetanus,,,,,
15504,HD010931/1,HD010931,Iliberritanus*,Iliberritanus,,,,,
15518,HD010943/1,HD010943,Igabrensis+,Igabrensis,,,,,
15519,HD010943/2,HD010943,Igabrensis+,Igabrensis,,,,,
15538,HD010949/1,HD010949,Badronensis*,Badronensis,,,,,
15540,HD010952/1,HD010952,Patriciensis,Patriciensis,,,,,
15542,HD010952/3,HD010952,Patriciensis*,Patriciensis,,,,,
15556,HD010967/1,HD010967,Baedronensis+,Baedronensis,,,,,
15562,HD010970/1,HD010970,Baedronensis,Baedronensis,,,,,
15570,HD010985/1,HD010985,Baedronensis,Baedronensis,,,,,
15571,HD010985/2,HD010985,Baedronensis,Baedronensis,,,,,
15575,HD010988/1,HD010988,Baedronensis,Baedronensis,,,,,
15576,HD010988/2,HD010988,Baedronensis,Baedronensis,,,,,
15596,HD011009/1,HD011009,Mellariensis+,Mellariensis,,,,,
15642,HD011189/1,HD011189,cives (= civis) Trever,Trever,,,,,
15650,HD011195/1,HD011195,Agrippinensis*,Agrippinensis,,,,,
15655,HD011199/1,HD011199,domo Sidone*,Sidone,,,,,
15660,HD011202/1,HD011202,domo Augusta,Augusta,648577.0,"['Augusta', 'Augustopolis', '[Thebae]']",37.245212,35.344087,Augusta/Augustopolis/[Thebae]?
15662,HD011205/1,HD011205,Corduba*,Corduba,256128.0,"['Corduba', 'Col. Patricia']",37.884683,-4.779171,Corduba/Col. Patricia
15673,HD011219/1,HD011219,cives Secuanus (= Sequanus),Sequanus,,,,,
15679,HD011228/1,HD011228,cives (= civis) Trever,Trever,,,,,
15680,HD011229/1,HD011229,Cantaber*?,Cantaber,,,,,
15682,HD011230/1,HD011230,Osquensis,Osquensis,,,,,
15692,HD011236/1,HD011236,natione Germanus*,Germanus,,,,,
15696,HD011238/1,HD011238,Trevero,Trevero,,,,,
15715,HD011243/1,HD011243,Ganuenta*?,Ganuenta,,,,,
15716,HD011245/1,HD011245,Iporcensis*,Iporcensis,,,,,
15778,HD011288/1,HD011288,civis Dunnonia,civis Dunnonia,,,,,
15819,HD011311/1,HD011311,domo+ Flavia* Sirmio+,Flavia Sirmio,,,,,
15864,HD011348/1,HD011348,Ticino*,Ticino,,,,,
15869,HD011351/1,HD011351,Vicetia*,Vicetia,393513.0,['Vicetia'],45.545773,11.540277,Vicetia
15877,HD011357/1,HD011357,Verona*,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
16002,HD011457/1,HD011457,domo Agrippina*,Agrippina,,,,,
16034,HD011480/3,HD011480,domo* Albanopoli*,Albanopoli,,,,,
16039,HD011485/1,HD011485,Batavos (= Batavus),Batavus,,,,,
16167,HD011578/1,HD011578,civis Aedessitanus* (= Edessitanus*),Edessitanus,,,,,
16180,HD011587/1,HD011587,Eraviscus+*,Eraviscus,,,,,
16183,HD011590/1,HD011590,natione+* [---] domo+ Galatia Ancyra+,[---] Galatia Ancyra,,,,,
16241,HD011629/1,HD011629,Dertona*,Dertona,383633.0,['Dertona'],44.897171,8.865452,Dertona
16360,HD011852/1,HD011852,Ipscensis*,Ipscensis,,,,,
16425,HD012037/3,HD012037,domo+? [---]nia,[---]nia,,,,,
16441,HD012065/1,HD012065,Mirobrigensis*,Mirobrigensis,,,,,
16444,HD012068/1,HD012068,Mirobrigensis*,Mirobrigensis,,,,,
16446,HD012079/1,HD012079,Gla(---),Gla(---),,,,,
16459,HD012100/1,HD012100,Eraviscus,Eraviscus,,,,,
16537,HD012199/1,HD012199,Ulpia+ Noviomagi+,Ulpia Noviomagi,,,,,
16600,HD012298/1,HD012298,ex vico Vorovo Minore,vico Vorovo Minore,,,,,
16607,HD012303/1,HD012303,Murgiae Risinitano,Murgiae Risinitano,,,,,
16618,HD012310/2,HD012310,Antiochian* (= Antiochia*),Antiochia,912872.0,"['Jebel Khayabir', 'Alexandria', 'Antiochia', 'Spasinou Charax', 'Karkh Maisan', '[Astarabad Ardashir]']",30.719479,47.561886,Jebel Khayabir/Alexandria?/Antiochia?/Spasinou Charax?/Karkh Maisan?/[Astarabad Ardashir]?
16635,HD012321/1,HD012321,Oesci,Oesci,,,,,
16670,HD012354/1,HD012354,domo* Sirmio*,Sirmio,383781.0,['Sirmio'],45.492485,10.60805,Sirmio
16681,HD012375/1,HD012375,domo Claudia* Viruno,Claudia Viruno,,,,,
16780,HD012552/1,HD012552,Treverus,Treverus,,,,,
16783,HD012554/2,HD012554,ex provincia* [---],provincia [---],,,,,
16787,HD012557/1,HD012557,Celeia+*?,Celeia,197206.0,['Celeia'],46.219721,15.27184,Celeia
16908,HD012680/1,HD012680,Celeiae,Celeiae,,,,,
16939,HD012719/3,HD012719,Sentino*,Sentino,,,,,
16944,HD012731/1,HD012731,domo Cappadocia+*,Cappadocia,628949.0,['Cappadocia'],39.25,35.75,Cappadocia (region)
17044,HD013168/1,HD013168,Namnis,Namnis,,,,,
17087,HD013257/1,HD013257,Mogetianae*,Mogetianae,,,,,
17184,HD013522/1,HD013522,Viennae*,Viennae,,,,,
17277,HD013721/1,HD013721,Gemenelo (= Cemenelum),Cemenelum,157834.0,['Cemenelum'],43.7194725,7.2758295,Cemenelum
17280,HD013835/1,HD013835,natus Starve,Starve,,,,,
17575,HD014162/1,HD014162,Pannonici+,Pannonici,,,,,
17581,HD014199/1,HD014199,Arsitanus,Arsitanus,,,,,
17594,HD014254/1,HD014254,de vico Clablo*,de vico Clablo,,,,,
17615,HD014357/1,HD014357,Verona*,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
17618,HD014366/1,HD014366,[---]iensis?,[---]iensis?,,,,,
17707,HD014560/1,HD014560,Arsensis*?,Arsensis,,,,,
17740,HD014597/1,HD014597,natione Tunger,Tunger,,,,,
17801,HD014660/1,HD014660,Delmata,Delmata,,,,,
17824,HD014696/1,HD014696,domo Eporedia*,Eporedia,383642.0,['Eporedia'],45.466604,7.875942,Eporedia
17842,HD014803/1,HD014803,civis Sequanus,Sequanus,,,,,
17889,HD014851/1,HD014851,domo+* Mursa+,Mursa,197389.0,['Mursa'],45.560018,18.675749,Mursa
17897,HD014857/1,HD014857,Viruno*,Viruno,,,,,
17908,HD014875/1,HD014875,Aquileia*,Aquileia,187290.0,['Aquileia'],45.768945,13.3677735,Aquileia
17956,HD014974/1,HD014974,domo*? Roma*?,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
18014,HD015039/1,HD015039,Tyanensi ex Cappadocia,Tyanensi Cappadocia,,,,,
18029,HD015051/5,HD015051,Delmatae*,Delmatae,197243.0,['Delmatae'],43.6860909288,16.7963964392,Delmatae
18031,HD015051/7,HD015051,Delmatae*,Delmatae,197243.0,['Delmatae'],43.6860909288,16.7963964392,Delmatae
18094,HD015380/1,HD015380,Ilurconensis,Ilurconensis,,,,,
18113,HD015489/2,HD015489,Cordubensis,Cordubensis,,,,,
18138,HD015577/1,HD015577,natus+ ex+ regione+ Ankyra+ Galatia+, Ankyra Galatia,,,,,
18146,HD015603/1,HD015603,Gilitanus,Gilitanus,,,,,
18148,HD015612/1,HD015612,[Ar]retio,[Ar]retio,,,,,
18153,HD015624/1,HD015624,Nicopoli+ ex prov+* Trhacia+*,Nicopoli prov Trhacia,,,,,
18177,HD015841/1,HD015841,Patavio,Patavio,,,,,
18206,HD015955/1,HD015955,Tusculas+ (=Tusculanus) / Ῥωμαῖος+,Tusculas+ (=Tusculanus) / Ῥωμαῖος+,,,,,
18220,HD015986/1,HD015986,Aequum+,Aequum,197095.0,['Aequum'],43.739278,16.655704,Aequum
18236,HD016025/1,HD016025,Veleias (= Veleia),Veleia,383811.0,['Veleia'],44.78529,9.72159425,Veleia
18293,HD016073/1,HD016073,Iuvavo*,Iuvavo,,,,,
18430,HD016237/1,HD016237,ex provincia* Italia*,provincia Italia,,,,,
18452,HD016255/1,HD016255,domo* Hierapytna*,Hierapytna,589807.0,['Hierapytna'],35.0095285,25.7387505,Hierapytna
18478,HD016276/3,HD016276,Ulpia* Sercica*,Ulpia Sercica,,,,,
18491,HD016280/1,HD016280,Gal(---),Gal(---),,,,,
18497,HD016283/1,HD016283,domo Horrei! Margensis!,Horrei Margensis,,,,,
18641,HD016480/1,HD016480,civis+ [---],[---],,,,,
18642,HD016480/2,HD016480,cives (= civis) [---],[---],,,,,
18644,HD016483/2,HD016483,civis Surus+ ex+ regione Cirro vico [---],Surus  Cirro vico [---],,,,,
18645,HD016492/1,HD016492,Claudia* Savaria+,Claudia Savaria,,,,,
18655,HD016504/1,HD016504,natione* Graecus,Graecus,,,,,
18660,HD016507/1,HD016507,verna Placentinus*,Placentinus,,,,,
18662,HD016510/1,HD016510,verna* Alexandrinus*,Alandrinus,,,,,
18667,HD016519/1,HD016519,natione+ [---],[---],,,,,
18668,HD016519/2,HD016519,natione Hispanus,Hispanus,,,,,
18674,HD016531/2,HD016531,natione* Gallus*,Gallus,,,,,
18677,HD016573/1,HD016573,verna Romanus*,Romanus,,,,,
18702,HD016633/1,HD016633,domo Thracia*,Thracia,501638.0,['Thracia'],41.5178303653,26.9624137954,Thracia
18706,HD016642/1,HD016642,Ancora (= Ancyra),Ancyra,619103.0,['Ancyra'],39.9437925,32.859333,Ancyra
18821,HD016786/1,HD016786,Agrippiniensi+*,Agrippiniensi,,,,,
18878,HD016886/1,HD016886,oriundus ab Aquis,oriundus ab Aquis,,,,,
18900,HD016934/2,HD016934,[---]en[sis?],[---]en[sis],,,,,
18902,HD016936/1,HD016936,domo Philodelphia+* (Phildelphia+*),Philodelphia (Phildelphia),,,,,
18908,HD016939/1,HD016939,natione* Pannonius+*,Pannonius,,,,,
18913,HD016942/1,HD016942,Placentia*,Placentia,383741.0,['Placentia'],45.0525855,9.6976645,Placentia
19005,HD017173/1,HD017173,Celeia+,Celeia,197206.0,['Celeia'],46.219721,15.27184,Celeia
19066,HD017245/1,HD017245,Forensis,Forensis,,,,,
19153,HD017350/2,HD017350,colonia+* Pompeiis* domicilio* Neapoli* Italiae,colonia Pompeiis domicilio Neapoli Italiae,,,,,
19154,HD017350/3,HD017350,A[---],A[---],,,,,
19155,HD017350/4,HD017350,Hadria*,Hadria,,,,,
19156,HD017350/5,HD017350,Segusio*,Segusio,148198.0,['Segusio'],44.176801,4.274308,Segusio?
19157,HD017350/6,HD017350,Clunia*,Clunia,187350.0,['Clunia'],47.260687,9.617966,Clunia
19158,HD017350/7,HD017350,Cemenelo+*,Cemenelo,,,,,
19159,HD017350/8,HD017350,Pollentia*,Pollentia,266004.0,['Pollentia'],39.8485931402,3.12305890133,Pollentia
19160,HD017350/9,HD017350,Hore(---),Hore(---),,,,,
19161,HD017350/10,HD017350,Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
19162,HD017350/11,HD017350,Vienna*,Vienna,,,,,
19163,HD017350/12,HD017350,Agrippina*,Agrippina,,,,,
19164,HD017350/13,HD017350,Iuvavo*,Iuvavo,,,,,
19165,HD017350/14,HD017350,Foro* Iulii*,Foro Iulii,,,,,
19166,HD017350/15,HD017350,Cemenelo*,Cemenelo,,,,,
19167,HD017350/16,HD017350,Agrippina+*,Agrippina,,,,,
19168,HD017350/17,HD017350,Nicia* (= Nicaea*),Nicaea,157894.0,['Nicaea'],43.703436,7.266233,Nicaea
19169,HD017350/18,HD017350,Celeia*,Celeia,197206.0,['Celeia'],46.219721,15.27184,Celeia
19170,HD017350/19,HD017350,Dertona*,Dertona,383633.0,['Dertona'],44.897171,8.865452,Dertona
19171,HD017350/20,HD017350,V[---],V[---],,,,,
19174,HD017350/23,HD017350,[---]nd(---),[---]nd(---),,,,,
19175,HD017350/24,HD017350,[---]es(---),[---]es(---),,,,,
19176,HD017350/25,HD017350,Agrippina+*?,Agrippina,,,,,
19178,HD017350/27,HD017350,Aequo*,Aequo,,,,,
19179,HD017350/28,HD017350,Roma*,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
19180,HD017350/29,HD017350,Heraclea+*,Heraclea,844944.0,['Heraclea'],41.2832553333,31.4174136667,Heraclea
19182,HD017350/31,HD017350,Agrippina*,Agrippina,,,,,
19183,HD017350/32,HD017350,Agrippina*,Agrippina,,,,,
19184,HD017350/33,HD017350,Agrippina*,Agrippina,,,,,
19185,HD017350/34,HD017350,Agrippina*,Agrippina,,,,,
19186,HD017350/35,HD017350,Alba,Alba,246153.0,['Alba'],42.856039,-2.290949,Alba
19187,HD017350/36,HD017350,Pollentia*,Pollentia,266004.0,['Pollentia'],39.8485931402,3.12305890133,Pollentia
19188,HD017350/37,HD017350,Agrippina+*,Agrippina,,,,,
19191,HD017350/40,HD017350,Agrippina*,Agrippina,,,,,
19192,HD017350/41,HD017350,Iuvavo*,Iuvavo,,,,,
19194,HD017350/43,HD017350,Iuvavo+*?,Iuvavo,,,,,
19195,HD017350/44,HD017350,Bo[---],Bo[---],,,,,
19212,HD017350/61,HD017350,Bellovacus*,Bellovacus,,,,,
19214,HD017350/63,HD017350,Raetus*,Raetus,,,,,
19216,HD017350/65,HD017350,Tunger*,Tunger,,,,,
19218,HD017350/67,HD017350,Noricus*,Noricus,,,,,
19219,HD017350/68,HD017350,Cannanefas*,Cannanefas,,,,,
19220,HD017350/69,HD017350,Lexovius*,Lovius,,,,,
19222,HD017350/71,HD017350,Agrippinensis*,Agrippinensis,,,,,
19224,HD017350/73,HD017350,Cas(---),Cas(---),,,,,
19226,HD017350/75,HD017350,Agrippinensis*,Agrippinensis,,,,,
19228,HD017350/77,HD017350,Lusitanus*,Lusitanus,,,,,
19230,HD017350/79,HD017350,Nervius*,Nervius,,,,,
19232,HD017350/81,HD017350,Tunger*,Tunger,,,,,
19234,HD017350/83,HD017350,Tunger*,Tunger,,,,,
19235,HD017350/84,HD017350,Agrippinensis*,Agrippinensis,,,,,
19237,HD017350/86,HD017350,Agrippinensis*,Agrippinensis,,,,,
19239,HD017350/88,HD017350,Batavus*,Batavus,,,,,
19241,HD017350/90,HD017350,Afer,Afer,,,,,
19243,HD017350/92,HD017350,Britto*,Britto,,,,,
19245,HD017350/94,HD017350,Lusitanus*,Lusitanus,,,,,
19247,HD017350/96,HD017350,Lucensius*,Lucensius,,,,,
19249,HD017350/98,HD017350,Agrippinensis*,Agrippinensis,,,,,
19250,HD017350/99,HD017350,Batavus*,Batavus,,,,,
19290,HD017350/139,HD017350,[---]r(---)?,[---]r(---),,,,,
19293,HD017350/142,HD017350,[---]r(---),[---]r(---),,,,,
19294,HD017350/143,HD017350,[---]i(---),[---]i(---),,,,,
19350,HD017452/1,HD017452,Patriciensis*,Patriciensis,,,,,
19375,HD017487/1,HD017487,Tuccitanus+ incola+ Aurgitanus+,Tuccitanus incola Aurgitanus,,,,,
19377,HD017490/1,HD017490,Iliturgitana+,Iliturgitana,,,,,
19383,HD017495/3,HD017495,domu Ancyra*,Ancyra,619103.0,['Ancyra'],39.9437925,32.859333,Ancyra
19392,HD017497/1,HD017497,Iliturgitanus,Iliturgitanus,,,,,
19425,HD017543/1,HD017543,ex provincia Asia civitate Focia,provincia Asia tate Focia,,,,,
19427,HD017546/1,HD017546,ex provincia+ Suria (= Syria) Palestina+,provincia Syria Palestina,,,,,
19437,HD017554/1,HD017554,domo Parma*,Parma,383737.0,['Parma'],44.801507,10.327967,Parma
19462,HD017579/1,HD017579,natione* Bessus*,Bessus,,,,,
19477,HD017600/1,HD017600,domo+ Dacia+,Dacia,981518.0,['Dacia'],47.5,22.5,Dacia (province)
19634,HD017830/1,HD017830,[---] Classe+?,[---] Classe,,,,,
19658,HD017904/1,HD017904,Aquileia,Aquileia,187290.0,['Aquileia'],45.768945,13.3677735,Aquileia
19683,HD017945/1,HD017945,domo Bononia,Bononia,393421.0,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia
19697,HD017982/1,HD017982,Olaurensis*,Olaurensis,,,,,
19727,HD018007/1,HD018007,domo Beroea*,Beroea,,,,,
19746,HD018031/3,HD018031,Ver(---)?,Ver(---),,,,,
19842,HD018231/1,HD018231,cives(= civis) Veliocassinius,(= ) Veliocassinius,,,,,
19953,HD018317/1,HD018317,Singiduno+*,Singiduno,,,,,
19976,HD018330/1,HD018330,Salonitanus*,Salonitanus,,,,,
19977,HD018331/1,HD018331,cives (= civis) Cairacas curia Flacci,Cairacas curia Flacci,,,,,
19982,HD018334/1,HD018334,Kolophonios+?,Kolophonios,,,,,
19995,HD018343/1,HD018343,Cretensis,Cretensis,,,,,
19997,HD018346/1,HD018346,Tolossa (= Tolosa),Tolosa,246694.0,['Tolosa'],43.604175,1.443246,Tolosa
20000,HD018349/1,HD018349,Viana,Viana,,,,,
20004,HD018355/1,HD018355,Verona,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
20006,HD018358/1,HD018358,Arpinatus,Arpi,442476.0,"['Argos Hippium', 'Arpi', 'Argyripa']",41.5534853,15.6112812,Argos Hippium/Arpi/Argyripa
20008,HD018361/1,HD018361,Mediolani,Mediolani,,,,,
20040,HD018402/1,HD018402,colonia+* Agrippinensium*,colonia Agrippinensium,,,,,
20043,HD018403/2,HD018403,Pataris,Pataris,,,,,
20067,HD018475/1,HD018475,natione* Noricae*,Noricae,,,,,
20093,HD018535/1,HD018535,ex vico Lalohona+?,vico Lalohona,,,,,
20102,HD018542/1,HD018542,Fanestris,Fanestris,,,,,
20131,HD018589/1,HD018589,Haeduo*,Haeduo,,,,,
20203,HD018778/1,HD018778,domo* Treverorum*,Treverorum,,,,,
20208,HD018781/1,HD018781,Heraclea,Heraclea,844944.0,['Heraclea'],41.2832553333,31.4174136667,Heraclea
20210,HD018782/1,HD018782,Felicitis (= Felicitas) Iulia*,Felicitas Iulia,,,,,
20227,HD018811/1,HD018811,Savaria,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
20234,HD018824/1,HD018824,Aquinco+,Aquinco,,,,,
20297,HD018921/1,HD018921,Aculeiensis* (= Aquileiensis*) domo+ Belluno+,Aquileiensis Belluno,,,,,
20333,HD018969/1,HD018969,civi Dumnonio,Dumnonio,,,,,
20344,HD018975/1,HD018975,civis Afer,Afer,,,,,
20367,HD018994/1,HD018994,domo* Faventia+,Faventia,393420.0,['Faventia'],44.286236,11.883507,Faventia
20385,HD019048/1,HD019048,Glanate+*,Glanate,157861.0,['Glanate'],43.946703,6.841592,Glanate
20392,HD019063/1,HD019063,natus vico Rami[---],vico Rami[---],,,,,
20415,HD019069/5,HD019069,domo Nicopoli+?,Nicopoli,,,,,
20428,HD019076/1,HD019076,natione Germanus,Germanus,,,,,
20462,HD019125/1,HD019125,Iponobensis,Iponobensis,,,,,
20463,HD019125/2,HD019125,Patriciensis*,Patriciensis,,,,,
20485,HD019187/1,HD019187,Bononia*,Bononia,393421.0,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia
20518,HD019227/2,HD019227,ex Latio,Latio,,,,,
20585,HD019301/8,HD019301,Pergamenus,Pergamenus,,,,,
20586,HD019301/9,HD019301,Chius,Chius,,,,,
20661,HD019333/1,HD019333,Faventia+*,Faventia,393420.0,['Faventia'],44.286236,11.883507,Faventia
20695,HD019373/1,HD019373,nata Ulmo,nata Ulmo,,,,,
20722,HD019422/1,HD019422,Valentinus*,Valentinus,,,,,
20723,HD019422/2,HD019422,Saguntina*,Saguntina,,,,,
20736,HD019451/2,HD019451,Πειραιεύς+,Πειραιεύς+,,,,,
20739,HD019460/1,HD019460,Brixello+* / Βριξέλλω+?,Brixello+* / Βριξέλλω+?,,,,,
20741,HD019463/1,HD019463,Virunum,Virunum,197583.0,['Virunum'],46.6996149,14.3647773,Virunum
20743,HD019469/1,HD019469,Pannonius*,Pannonius,,,,,
20757,HD019490/1,HD019490,Ulpia* Traiana,Ulpia Traiana,,,,,
20760,HD019502/1,HD019502,Germanus*,Germanus,,,,,
20807,HD019540/1,HD019540,Victricensis+*,Victricensis,,,,,
20871,HD019652/3,HD019652,Roma domo,Roma ,,,,,
21064,HD019764/1,HD019764,Ipocensis* Co[---]ensis,Ipocensis Co[---]ensis,,,,,
21074,HD019768/1,HD019768,Mursa+,Mursa,197389.0,['Mursa'],45.560018,18.675749,Mursa
21113,HD019853/1,HD019853,domo Venafro,Venafro,,,,,
21133,HD019925/6,HD019925,Hierapoli*,Hierapoli,,,,,
21147,HD019963/1,HD019963,Aurgitanus*,Aurgitanus,,,,,
21153,HD019982/1,HD019982,Placentia*,Placentia,383741.0,['Placentia'],45.0525855,9.6976645,Placentia
21156,HD019991/1,HD019991,Teurnia+,Teurnia,187583.0,['Teurnia'],46.8228721,13.44705435,Teurnia
21197,HD020035/1,HD020035,domo Durrachio?*,Durrachio,,,,,
21203,HD020042/1,HD020042,domo Hemesa,Hemesa,,,,,
21297,HD020158/1,HD020158,domo* Romae*,Romae,,,,,
21298,HD020160/1,HD020160,natione* Gallus,Gallus,,,,,
21306,HD020166/1,HD020166,ex regione* Dulca vico Calan?, Dulca vico Calan,,,,,
21318,HD020185/1,HD020185,Astigi,Astigi,255996.0,"['Astigi', 'Col. Augusta Firma']",37.540932,-5.079949,Astigi/Col. Augusta Firma
21326,HD020191/1,HD020191,Igabrensis*,Igabrensis,,,,,
21353,HD020260/1,HD020260,Alba+?,Alba+?,,,,,
21364,HD020272/1,HD020272,Lugduno*,Lugduno,,,,,
21403,HD020308/1,HD020308,Seg[---],Seg[---],,,,,
21405,HD020310/1,HD020310,domo* Amasia*,Amasia,,,,,
21414,HD020317/2,HD020317,domo* Fo[---],Fo[---],,,,,
21432,HD020335/1,HD020335,Mediolano*,Mediolano,,,,,
21433,HD020335/2,HD020335,Mediolano*,Mediolano,,,,,
21435,HD020338/1,HD020338,Patavio*,Patavio,,,,,
21443,HD020347/3,HD020347,natione* Trevero* (= Treviro*),Treviro,,,,,
21560,HD020422/1,HD020422,Aequiculis*,Aequiculis,,,,,
21567,HD020426/6,HD020426,Κοθωκίδης,Κοθωκίδης,,,,,
21580,HD020446/1,HD020446,Celeia*,Celeia,197206.0,['Celeia'],46.219721,15.27184,Celeia
21656,HD020587/1,HD020587,civi+ Trevero,Trevero,,,,,
21669,HD020611/1,HD020611,Batava,Batava,,,,,
21785,HD020668/1,HD020668,Aquileia,Aquileia,187290.0,['Aquileia'],45.768945,13.3677735,Aquileia
21788,HD020674/1,HD020674,Luco,Luco,,,,,
21825,HD020719/1,HD020719,Edessa,Edessa,658457.0,"['Edessa', 'Antiochia ad Callirhoem']",37.148633,38.786696,Edessa/Antiochia ad Callirhoem
21833,HD020723/3,HD020723,domo+? Vercellis+?,Vercellis,,,,,
21887,HD020764/1,HD020764,Arimini*,Arimini,,,,,
21947,HD020844/1,HD020844,domo+? [---]a?,[---]a,,,,,
21960,HD020915/1,HD020915,Viana*,Viana,,,,,
21968,HD020921/1,HD020921,domo+ Herapoli+*,Herapoli,,,,,
21980,HD020940/1,HD020940,Florentia*?,Florentia,413138.0,['Florentia'],43.768755,11.256929,Florentia
21981,HD020943/1,HD020943,Ateste*,Ateste,393382.0,['Ateste'],45.227738,11.656616,Ateste
21982,HD020943/2,HD020943,Ateste*,Ateste,393382.0,['Ateste'],45.227738,11.656616,Ateste
21984,HD020946/1,HD020946,Runicas,Runicas,,,,,
21988,HD020949/1,HD020949,Focunas*?,Focunas,,,,,
21990,HD020952/1,HD020952,domo* To[---]?,To[---],,,,,
21992,HD020955/1,HD020955,natione* Dacus+,Dacus,,,,,
22020,HD020987/1,HD020987,Nicopolis,Nicopolis,857248.0,['Nicopolis'],40.1485567,38.14353355,Nicopolis
22032,HD021008/1,HD021008,Pergamos,Pergamos,589984.0,['Pergamos'],35.531102,23.774253,Pergamos?
22085,HD021141/1,HD021141,natione* Eraviscus* in civitate* Eraviscorum in Aquinco*,Eraviscus in tate Eraviscorum in Aquinco,,,,,
22099,HD021171/1,HD021171,civis* Leucus+,Leucus,,,,,
22107,HD021193/1,HD021193,Augusta*,Augusta,648577.0,"['Augusta', 'Augustopolis', '[Thebae]']",37.245212,35.344087,Augusta/Augustopolis/[Thebae]?
22124,HD021273/2,HD021273,domo Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
22150,HD021363/1,HD021363,civis (= cives) Thrax,Thrax,,,,,
22161,HD021374/1,HD021374,Palmorenus!,Palmorenus,,,,,
22206,HD021502/1,HD021502,Sequanus,Sequanus,,,,,
22212,HD021544/1,HD021544,ex Masaiculis,Masaiculis,,,,,
22222,HD021550/1,HD021550,domo+? Palmyra+*,Palmyra,668331.0,['Palmyra'],34.5513074988,38.2670722465,Palmyra
22226,HD021558/1,HD021558,[Raven]na / Ῥαβεννήτῃ,[Raven]na / Ῥαβεννήτῃ,,,,,
22297,HD021711/1,HD021711,Bodionticus*,Bodionticus,,,,,
